ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
1815,HN,9,12,KY,0,4,A,6/7/2011,6/10/2011,11/10/2010,NA,2353,3,1,0.75,NA,9/9/2010,1,1,9/9/2010,C,Other,8,PUBLIC,0,9,12,599,I,0.25,0,East Coast,NEW,4,5,2353,0,NA,NA,NA,NA,High,High,High->High,June,High,High,High->High,H,0,0.006677796,0.8,1,M-L,0
1816,HD,7,8,TX,0,4,A,6/7/2011,6/10/2011,11/15/2010,NA,1731,5,2,0.625,NA,9/15/2010,4,1,9/11/2010,C,Dallas,10,PUBLIC,1,6,8,750,E,0,0,East Coast,NEW,8,9,1731,2,10/12/2010,11/2/2010,238,217,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.010666667,0.888888889,1,M-L,1
1817,HD,7,8,TX,0,4,A,6/7/2011,6/10/2011,11/15/2010,NA,1549,9,2,0.818,NA,9/23/2010,3,1,9/17/2010,B,Dallas,10,PUBLIC,1,6,8,727,M,0.455,0,East Coast,NEW,11,12,1549,1,10/20/2010,10/20/2010,230,230,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.015130674,0.916666667,1,M-L,1
1818,HD,8,8,TX,0,4,A,6/7/2011,6/10/2011,10/30/2010,NA,1592,6,0,0.75,NA,9/27/2010,4,1,9/24/2010,B,Houston,10,PUBLIC,1,6,8,831,P,0.25,0,East Coast,NEW,8,9,1592,2,10/21/2010,11/2/2010,229,217,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.009626955,0.888888889,1,L,1
1819,HD,7,8,TX,0,4,A,6/7/2011,6/10/2011,10/31/2010,NA,1563,23,12,0.719,NA,9/27/2010,15,2,9/24/2010,C,Dallas,10,PUBLIC,1,6,12,280,C,0.219,0,East Coast,NEW,32,34,1563,1,10/14/2010,10/14/2010,236,236,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.114285714,0.941176471,2,S,0
1820,HD,8,8,TX,0,4,A,6/7/2011,6/10/2011,12/15/2010,NA,1599,1,1,0.167,NA,9/27/2010,2,2,9/25/2010,C,Dallas,10,PUBLIC,1,6,8,274,C,0.167,0,East Coast,NEW,6,8,1599,2,10/26/2010,12/7/2010,224,182,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.02189781,0.75,2,S,1
1821,HD,8,8,TX,0,4,A,6/7/2011,6/10/2011,11/15/2010,NA,1602,17,2,0.85,NA,9/29/2010,3,1,9/29/2010,B,Dallas,10,PUBLIC,1,6,8,826,M,0.2,0,East Coast,NEW,20,21,1602,1,10/27/2010,10/27/2010,223,223,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.024213075,0.952380952,1,L,1
1822,HN,6,8,LA,0,4,A,6/7/2011,6/10/2011,11/15/2010,NA,1649,3,4,0.75,NA,10/15/2010,13,1,10/15/2010,B,Other,10,PUBLIC,1,6,8,600,L,0,0,East Coast,NEW,4,5,1649,1,11/1/2010,11/1/2010,218,218,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.006666667,0.8,1,M-L,0
1823,HD,8,8,TX,0,4,A,6/7/2011,6/10/2011,12/10/2010,NA,1595,12,3,0.706,NA,11/9/2010,7,2,11/9/2010,C,Houston,10,PUBLIC,1,6,8,1249,L,0.235,0,East Coast,NEW,17,19,1595,1,11/18/2010,11/18/2010,201,201,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.013610889,0.894736842,2,L,0
1824,HD,7,8,TX,0,4,A,6/7/2011,6/10/2011,12/10/2010,NA,1552,6,2,0.5,NA,11/19/2010,7,3,11/17/2010,C,Dallas,10,PUBLIC,0,7,8,820,C,0.083,0,East Coast,NEW,12,15,1552,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.014634146,0.8,3,L,1
1825,HD,8,8,TX,0,5,A,6/7/2011,6/11/2011,10/1/2010,NA,1698,33,0,0.846,2/8/2010,8/5/2010,0,2,1/26/2010,B,Houston,10,PUBLIC,1,5,8,809,L,0.359,0,East Coast,EXISTING,39,41,1698,2,8/31/2010,9/2/2010,280,278,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.048207664,0.951219512,2,M-L,1
1826,HD,6,8,TX,0,5,A,6/7/2011,6/11/2011,10/15/2010,NA,1650,14,0,0.667,NA,6/15/2010,2,2,6/16/2010,C,Dallas,10,PUBLIC,1,7,9,514,L,0.191,0,East Coast,NEW,21,23,1650,1,9/30/2010,9/30/2010,250,250,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.040856031,0.913043478,2,S-M,0
1827,HD,8,8,MO,0,5,A,6/7/2011,6/11/2011,10/31/2010,NA,1822,19,14,0.576,3/29/2010,8/25/2010,20,2,3/26/2010,C,Other,10,PUBLIC,1,7,8,767,C,0.03,0,East Coast,EXISTING,33,35,1822,1,9/21/2010,9/21/2010,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.043024772,0.942857143,2,M-L,1
1828,HD,7,8,OK,1,5,A,6/7/2011,6/11/2011,9/30/2010,NA,1626,8,0,0.444,4/27/2010,8/19/2010,0,2,4/24/2010,B,Other,10,PUBLIC,1,6,8,565,N,0.389,0,East Coast,EXISTING,18,20,1626,1,11/15/2010,11/15/2010,204,204,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.031858407,0.9,2,S-M,0
1829,HD,8,9,UT,0,5,A,6/7/2011,6/11/2011,11/12/2010,NA,2031,3,0,0.375,5/24/2010,9/17/2010,0,1,5/25/2010,B,Other,10,PUBLIC,1,7,9,558,N,0.25,0,East Coast,EXISTING,8,9,2031,1,10/25/2010,10/25/2010,225,225,Middle,High,Middle->High,June,Middle,High,Middle->High,H,0,0.014336918,0.888888889,1,S-M,0
1830,HC,NA,NA,CA,0,5,A,6/7/2011,6/11/2011,10/15/2010,NA,2111,8,3,0.667,5/5/2010,9/1/2010,4,2,4/18/2010,C,Northern California,5,PUBLIC,1,7,8,784,I,0,0,East Coast,EXISTING,12,14,2111,1,8/30/2010,8/30/2010,281,281,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.015306122,0.857142857,2,M-L,1
1831,HD,8,8,TX,0,5,A,6/7/2011,6/11/2011,11/15/2010,NA,1575,29,8,0.829,5/28/2010,5/28/2010,12,4,5/29/2010,B,Houston,5,PUBLIC,1,5,8,901,Z,0.286,0,East Coast,NEW,35,39,1575,1,9/8/2010,9/8/2010,272,272,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.038845727,0.897435897,4,L,1
1832,HD,6,6,TX,0,4,A,6/7/2011,6/11/2011,10/15/2010,NA,1718,27,4,0.771,12/9/2009,8/13/2010,5,7,12/10/2009,C,Dallas,4,PUBLIC,1,5,6,700,Z,0.457,0,East Coast,EXISTING,35,42,1718,1,9/1/2010,9/1/2010,279,279,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.05,0.833333333,7,M-L,1
1833,HD,6,8,UT,0,5,A,6/7/2011,6/11/2011,10/1/2010,NA,2004,1,4,0.333,5/5/2010,8/23/2010,5,1,5/5/2010,B,Other,10,PUBLIC,1,7,9,1000,L,0.333,0,East Coast,EXISTING,3,4,2004,1,9/28/2010,9/28/2010,252,252,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.003,0.75,1,L,1
1834,HC,8,8,CA,0,5,A,6/7/2011,6/11/2011,10/22/2010,NA,2784,4,2,0.8,4/30/2010,8/23/2010,5,1,4/30/2010,B,Northern California,5,PUBLIC,0,6,8,360,N,0.4,0,East Coast,EXISTING,5,6,2784,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.013888889,0.833333333,1,S-M,1
1835,HD,8,8,TX,0,5,A,6/7/2011,6/11/2011,10/15/2010,NA,1871,2,6,0.667,3/16/2010,3/16/2010,7,1,3/12/2010,D,Houston,1,PUBLIC,1,6,8,1300,A,0,0,East Coast,NEW,3,4,1871,2,5/25/2010,9/9/2010,378,271,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.002307692,0.75,1,L,0
1836,HD,8,8,NM,0,5,A,6/7/2011,6/11/2011,10/15/2010,FR,2012,6,1,0.5,2/4/2010,8/12/2010,3,1,2/4/2010,C,Other,5,PUBLIC,1,6,8,1020,Q,0.167,0,East Coast,EXISTING,12,13,2012,1,9/7/2010,9/7/2010,273,273,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.011764706,0.923076923,1,L,1
1837,HD,8,8,IL,0,5,B,6/7/2011,6/11/2011,10/15/2010,NA,911,9,4,0.818,4/21/2010,9/1/2010,7,1,4/21/2010,C,Other,10,PUBLIC,1,6,8,400,G,0.182,0,East Coast,EXISTING,11,12,911,2,5/4/2010,9/30/2010,399,250,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0275,0.916666667,1,S-M,0
1838,SM,7,8,CO,0,5,A,6/7/2011,6/11/2011,10/30/2010,NA,2109,1,5,0.333,4/29/2010,9/7/2010,5,1,4/29/2010,C,Other,7,PUBLIC,1,6,8,300,Z,0.333,0,Science,NEW,3,4,2109,2,5/13/2010,9/29/2010,390,251,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.01,0.75,1,S,0
1839,HC,8,8,CA,0,5,A,6/7/2011,6/11/2011,10/15/2010,NA,2348,11,3,0.5,4/30/2010,8/26/2010,8,1,4/30/2010,B,Northern California,5,PUBLIC,1,6,8,700,M,0.091,0,East Coast,NEW,22,23,2348,1,9/8/2010,9/8/2010,272,272,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.031428571,0.956521739,1,M-L,0
1840,HD,8,8,TX,0,5,A,6/7/2011,6/11/2011,11/1/2010,NA,1791,10,1,0.909,4/26/2010,9/1/2010,3,1,4/22/2010,B,Houston,10,PUBLIC,1,6,8,1044,L,0.455,0,East Coast,EXISTING,11,12,1791,1,9/24/2010,9/24/2010,256,256,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.010536398,0.916666667,1,L,1
1841,HC,8,8,TX,0,5,A,6/7/2011,6/11/2011,10/1/2010,NA,1699,33,6,0.733,2/24/2010,8/24/2010,6,4,2/25/2010,C,Houston,10,PUBLIC,1,7,8,750,I,0.244,0,East Coast,EXISTING,45,49,1699,2,4/1/2010,9/30/2010,432,250,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.06,0.918367347,4,M-L,1
1842,HC,7,12,NM,1,5,A,6/7/2011,6/11/2011,10/1/2010,NA,2284,4,2,0.571,3/16/2010,3/16/2010,4,1,3/14/2010,,Other,5,CHD,1,PK,12,400,Z,0.429,0,East Coast,NEW,7,8,2284,1,8/31/2010,8/31/2010,280,280,Middle,High,Middle->High,June,PK,High,PK->High,H,0,0.0175,0.875,1,S-M,0
1843,CD,8,8,NE,0,5,A,6/7/2011,6/11/2011,10/15/2010,NA,1679,27,0,0.73,2/8/2010,8/23/2010,1,3,1/29/2010,,Other,10,Catholic,1,7,12,114,J,0.162,0,East Coast,EXISTING,37,40,1679,2,4/8/2010,9/1/2010,425,279,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,C,1,0.324561404,0.925,3,S,1
1844,HD,7,8,TX,1,5,A,6/7/2011,6/11/2011,10/31/2010,NA,1791,13,5,0.867,5/13/2010,10/4/2010,5,2,3/12/2010,C,Dallas,5,PUBLIC,0,5,8,390,O,0.667,0,East Coast,EXISTING,15,17,1791,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.038461538,0.882352941,2,S-M,0
1845,HC,6,8,SD,1,5,A,6/7/2011,6/11/2011,11/1/2010,CP,1989,17,4,0.607,2/4/2010,9/17/2010,6,3,1/22/2010,A,Other,5,PUBLIC,1,6,8,150,H,0.464,0,East Coast,EXISTING,28,31,1989,2,3/11/2010,9/22/2010,453,258,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.186666667,0.903225806,3,S,1
1846,HD,8,8,CA,0,5,A,6/7/2011,6/11/2011,10/29/2010,NA,2215,1,2,0.25,3/4/2010,8/13/2010,4,1,3/4/2010,C,Northern California,5,PUBLIC,1,K,8,752,C,0.25,0,East Coast,NEW,4,5,2215,1,8/24/2010,8/24/2010,287,287,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.005319149,0.8,1,M-L,0
1847,HC,7,8,TX,0,5,A,6/7/2011,6/11/2011,10/22/2010,NA,1897,7,0,0.583,NA,8/26/2010,7,2,7/23/2010,C,Houston,10,PUBLIC,0,6,8,1214,I,0.083,0,East Coast,EXISTING,12,14,1897,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.009884679,0.857142857,2,L,1
1848,HD,5,6,OK,0,5,A,6/7/2011,6/11/2011,10/30/2010,NA,1798,5,0,0.455,NA,8/5/2010,2,1,8/5/2010,B,Other,4,PUBLIC,1,PK,5,822,M,0.091,0,East Coast,EXISTING,11,12,1798,2,9/14/2010,10/5/2010,266,245,Elementary,Middle,Elementary->Middle,June,PK,Elementary,PK->Elementary,H,0,0.013381995,0.916666667,1,L,1
1849,HD,8,8,TX,0,5,A,6/7/2011,6/11/2011,10/30/2010,NA,1872,5,3,0.833,NA,8/6/2010,3,1,8/6/2010,B,Dallas,10,PUBLIC,1,7,8,690,F,0.667,0,East Coast,NEW,6,7,1872,1,9/14/2010,9/14/2010,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.008695652,0.857142857,1,M-L,1
1850,HC,7,8,TX,0,5,A,6/7/2011,6/11/2011,9/30/2010,NA,1997,16,7,0.64,NA,8/13/2010,7,2,8/12/2010,C,Houston,10,PUBLIC,1,7,8,291,H,0.12,0,East Coast,NEW,25,27,1997,1,9/14/2010,9/14/2010,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.085910653,0.925925926,2,S,0
1851,HC,6,9,SD,0,5,A,6/7/2011,6/11/2011,12/3/2010,FR,1829,4,1,0.5,NA,8/20/2010,1,1,8/21/2010,C,Other,10,PUBLIC,1,K,8,130,H,0.375,0,East Coast,NEW,8,9,1829,1,9/14/2010,9/14/2010,266,266,Middle,High,Middle->High,June,K,Middle,K->Middle,H,0,0.061538462,0.888888889,1,S,1
1852,HD,7,8,AZ,0,5,A,6/7/2011,6/11/2011,11/1/2010,NA,1985,4,2,0.8,NA,8/26/2010,3,1,8/26/2010,B,Other,5,PUBLIC,1,6,8,612,J,0.6,0,East Coast,EXISTING,5,6,1985,1,9/23/2010,9/23/2010,257,257,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.008169935,0.833333333,1,M-L,1
1853,HD,7,8,CA,0,5,A,6/7/2011,6/11/2011,10/29/2010,FR,1999,4,7,0.444,NA,8/27/2010,9,1,8/26/2010,C,Southern California,10,PUBLIC,1,7,8,844,G,0.111,0,East Coast,NEW,9,10,1999,1,9/14/2010,9/14/2010,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.010663507,0.9,1,L,0
1854,HD,7,8,CA,0,5,A,6/7/2011,6/11/2011,11/19/2010,FR,2216,21,3,0.656,NA,9/7/2010,5,3,8/27/2010,,Northern California,5,Catholic,0,7,12,632,K,0.156,0,East Coast,EXISTING,32,35,2216,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.050632911,0.914285714,3,M-L,1
1855,HD,8,8,CA,0,5,A,6/7/2011,6/11/2011,10/15/2010,NA,1964,2,2,0.4,NA,9/9/2010,2,1,9/4/2010,B,Northern California,5,PUBLIC,1,K,8,598,L,0,0,East Coast,NEW,5,6,1964,1,9/21/2010,9/21/2010,259,259,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.008361204,0.833333333,1,M-L,0
1856,SM,7,8,TN,0,5,A,6/7/2011,6/11/2011,11/19/2010,NA,1877,9,3,0.529,NA,9/15/2010,4,1,9/15/2010,B,Other,6,PUBLIC,1,6,8,1018,I,0.412,0,Science,EXISTING,17,18,1877,1,9/28/2010,9/28/2010,252,252,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.016699411,0.944444444,1,L,1
1857,HD,7,8,SD,0,5,A,6/7/2011,6/11/2011,11/15/2010,NA,1795,12,2,0.8,NA,10/4/2010,2,1,10/2/2010,C,Other,5,PUBLIC,1,6,8,425,L,0.267,0,East Coast,NEW,15,16,1795,1,10/19/2010,10/19/2010,231,231,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.035294118,0.9375,1,S-M,1
1858,HD,NA,NA,CA,0,5,A,6/7/2011,6/11/2011,11/19/2010,NA,1999,4,1,0.444,NA,10/12/2010,1,1,10/9/2010,C,Northern California,10,PUBLIC,1,K,8,481,I,0,0,East Coast,NEW,9,10,1999,1,11/1/2010,11/1/2010,218,218,Undefined,Undefined,Undefined->Undefined,June,K,Middle,K->Middle,H,0,0.018711019,0.9,1,S-M,0
1859,HD,8,8,TX,1,5,A,6/7/2011,6/11/2011,12/8/2010,NA,1718,8,0,0.8,NA,10/27/2010,1,2,10/28/2010,B,Houston,10,PUBLIC,1,6,8,193,K,0.5,0,East Coast,EXISTING,10,12,1718,1,11/2/2010,11/2/2010,217,217,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.051813472,0.833333333,2,S,1
1860,HC,7,8,WY,1,6,A,6/7/2011,6/12/2011,10/15/2010,NA,2249,10,2,0.714,NA,8/19/2010,3,1,6/18/2010,B,Other,5,PUBLIC,1,6,8,342,Z,0.143,0,East Coast,EXISTING,14,15,2249,1,9/1/2010,9/1/2010,279,279,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.040935673,0.933333333,1,S-M,1
1861,HD,NA,NA,IL,0,4,B,6/7/2011,6/12/2011,12/7/2010,NA,849,11,9,0.786,NA,10/8/2010,9,3,10/7/2010,C,Other,8,PUBLIC,1,9,12,2700,I,0.643,0,East Coast,NEW,14,17,849,1,10/26/2010,10/26/2010,224,224,Undefined,Undefined,Undefined->Undefined,June,High,High,High->High,H,0,0.005185185,0.823529412,3,L,0
1862,HC,8,8,WY,0,6,A,6/7/2011,6/12/2011,10/11/2010,NA,2249,7,3,0.5,3/3/2010,8/10/2010,5,1,3/3/2010,B,Other,5,PUBLIC,1,6,8,320,Z,0.214,0,East Coast,EXISTING,14,15,2249,1,10/5/2010,10/5/2010,245,245,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.04375,0.933333333,1,S,0
1863,SG,6,8,NM,0,6,A,6/7/2011,6/12/2011,9/30/2010,NA,2475,4,1,0.364,NA,8/6/2010,7,2,8/5/2010,D,Other,7,PUBLIC,0,6,8,300,C,0.091,0,Science,EXISTING,11,13,2475,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.036666667,0.846153846,2,S,1
1864,HD,6,8,MO,0,6,B,6/7/2011,6/12/2011,11/10/2010,NA,935,11,4,0.733,NA,9/8/2010,3,1,9/3/2010,C,Other,10,PUBLIC,1,6,8,437,D,0.067,0,East Coast,NEW,15,16,935,2,9/23/2010,10/5/2010,257,245,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.034324943,0.9375,1,S-M,0
1865,HD,8,8,MT,0,5,A,6/7/2011,6/12/2011,11/3/2010,NA,1985,7,4,0.539,NA,9/23/2010,5,1,9/23/2010,C,Other,10,PUBLIC,1,6,8,355,E,0.154,0,East Coast,NEW,13,14,1985,1,10/18/2010,10/18/2010,232,232,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.036619718,0.928571429,1,S-M,0
1866,HD,7,8,IL,0,6,B,6/7/2011,6/12/2011,12/3/2010,FR,798,8,2,0.471,NA,10/6/2010,7,1,10/5/2010,B,Other,10,PUBLIC,0,7,12,230,K,0.118,0,East Coast,NEW,17,18,798,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.073913043,0.944444444,1,S,1
1867,HC,7,8,CA,0,6,A,6/7/2011,6/12/2011,12/17/2010,NA,2589,8,2,0.5,NA,11/16/2010,2,2,11/17/2010,,Northern California,5,Catholic,1,K,8,275,H,0,0,East Coast,NEW,16,18,2589,1,12/1/2010,12/1/2010,188,188,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.058181818,0.888888889,2,S,0
1868,HS,4,7,CA,1,2,A,6/8/2011,6/9/2011,10/29/2010,NA,654,8,2,0.5,4/26/2010,8/26/2010,8,3,9/9/2009,B,Southern California,4,PUBLIC,0,K,6,557,P,0.438,1,CA History,EXISTING,16,19,654,0,NA,NA,NA,NA,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.028725314,0.842105263,3,S-M,1
1869,HS,4,4,CA,0,2,A,6/8/2011,6/9/2011,3/15/2011,FR,587,0,0,0,NA,12/10/2010,2,2,12/10/2010,C,Southern California,4,PUBLIC,0,PK,5,810,K,0,0,CA History,NEW,45,47,587,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,June,PK,Elementary,PK->Elementary,H,1,0.055555556,0.957446809,2,M-L,0
1870,HD,8,8,IA,0,3,A,6/8/2011,6/10/2011,11/1/2010,NA,1059,39,3,0.574,NA,8/31/2010,5,5,8/27/2010,A,Other,10,PUBLIC,1,6,7,379,O,0.412,0,East Coast,EXISTING,68,73,1059,1,9/21/2010,9/21/2010,260,260,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.179419525,0.931506849,5,S-M,1
1871,HD,6,8,TX,1,4,A,6/8/2011,6/11/2011,10/1/2010,NA,1452,18,5,0.818,3/8/2010,8/17/2010,5,2,3/3/2010,B,Dallas,10,PUBLIC,1,6,8,295,K,0.591,0,East Coast,EXISTING,22,24,1452,1,9/7/2010,9/7/2010,274,274,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.074576271,0.916666667,2,S,0
1872,HD,8,8,TX,0,4,A,6/8/2011,6/11/2011,10/1/2010,NA,1729,5,2,0.5,3/16/2010,9/2/2010,2,1,3/16/2010,C,Houston,10,PUBLIC,1,6,8,1164,J,0.1,0,East Coast,EXISTING,10,11,1729,2,5/20/2010,9/14/2010,384,267,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.008591065,0.909090909,1,L,1
1873,HD,8,8,TX,0,4,A,6/8/2011,6/11/2011,10/1/2010,FR,1480,13,2,0.565,2/26/2010,8/12/2010,3,2,2/25/2010,B,Dallas,5,PUBLIC,1,PK,12,710,M,0.217,0,East Coast,EXISTING,23,25,1480,2,4/20/2010,9/10/2010,414,271,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1,0.032394366,0.92,2,M-L,1
1874,HD,7,8,SD,0,4,A,6/8/2011,6/11/2011,10/29/2010,NA,1682,9,0,0.563,4/26/2010,9/27/2010,0,2,4/8/2010,C,Other,5,PUBLIC,1,6,8,650,L,0.125,0,East Coast,EXISTING,16,18,1682,1,5/28/2010,5/28/2010,376,376,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.024615385,0.888888889,2,M-L,0
1875,HD,8,8,TX,0,4,A,6/8/2011,6/11/2011,11/1/2010,NA,1444,34,11,0.618,2/11/2010,8/26/2010,13,3,2/1/2010,B,Dallas,10,PUBLIC,1,7,8,229,M,0.255,0,East Coast,EXISTING,55,58,1444,1,9/14/2010,9/14/2010,267,267,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.240174672,0.948275862,3,S,1
1876,HD,8,9,TX,0,4,A,6/8/2011,6/11/2011,10/8/2010,NA,1444,24,6,0.923,3/22/2010,9/2/2010,7,2,3/19/2010,B,Dallas,10,PUBLIC,1,6,12,525,I,0.308,0,East Coast,NEW,26,28,1444,2,4/22/2010,5/16/2011,412,23,Middle,High,Middle->High,June,Middle,High,Middle->High,H,0,0.04952381,0.928571429,2,S-M,1
1877,HD,7,8,MN,1,4,A,6/8/2011,6/11/2011,10/22/2010,FR,1475,25,5,0.481,2/4/2010,8/24/2010,7,5,1/28/2010,A,Other,10,PUBLIC,1,6,8,760,N,0.423,0,East Coast,EXISTING,52,57,1475,2,3/9/2010,9/2/2010,456,279,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.068421053,0.912280702,5,M-L,0
1878,HD,5,6,CO,0,4,A,6/8/2011,6/11/2011,11/12/2010,NA,1681,7,2,0.875,3/5/2010,8/6/2010,3,2,2/12/2010,B,Other,4,PUBLIC,1,K,6,338,P,0.375,0,East Coast,EXISTING,8,10,1681,1,9/1/2010,9/1/2010,280,280,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.023668639,0.8,2,S,0
1879,CD,8,8,MN,0,4,A,6/8/2011,6/11/2011,11/1/2010,NA,1544,38,1,0.826,3/5/2010,8/23/2010,1,3,3/5/2010,,Other,5,Catholic,1,PK,12,880,Q,0.196,0,East Coast,EXISTING,46,49,1544,1,11/3/2010,11/3/2010,217,217,Middle,Middle,Middle->Middle,June,PK,High,PK->High,C,1,0.052272727,0.93877551,3,L,1
1880,HD,8,8,TX,0,4,A,6/8/2011,6/11/2011,12/15/2010,NA,1648,14,2,0.609,3/26/2010,9/2/2010,2,2,3/26/2010,A,Dallas,5,PUBLIC,1,7,8,603,O,0.174,0,East Coast,NEW,23,25,1648,2,4/8/2010,9/15/2010,426,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.03814262,0.92,2,M-L,0
1881,HD,6,8,OK,0,4,A,6/8/2011,6/11/2011,11/16/2010,NA,1692,1,2,0.25,NA,10/6/2010,4,1,10/6/2010,B,Other,4,PUBLIC,1,PK,6,555,K,0,0,East Coast,NEW,4,5,1692,1,11/4/2010,11/4/2010,216,216,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0,0.007207207,0.8,1,S-M,0
